,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-3,79330,3118153342311241282,快捷支付单位7480,2019-01-01 02:59:16,消费
1,10,79340,8258687417877216408,个人账户3860,2019-01-01 06:00:43,转账
2,3640,82980,7312528263071167660,对公账户6375,2019-01-01 06:09:21,转账
3,-4,82976,1501825731003322724,个人账户5247,2019-01-01 09:21:36,转账
4,24528,107504,3574608026857801237,对公账户8882,2019-01-01 14:06:43,转账
5,34,107538,2170454182021032726,个人账户5256,2019-01-01 15:28:48,转账
6,14,107552,5211830681633081007,个人账户0128,2019-01-01 16:44:24,转账
7,-96,107456,8227605208457832077,线下商家6153,2019-01-01 16:48:43,消费
8,-6,107450,3800764168318458421,某网商银行0571,2019-01-01 18:06:28,理财产品支出
9,-242,107208,5371270530174284624,个人账户3120,2019-01-02 00:59:02,转账
10,-56,107152,7225153334483261734,对公账户5862,2019-01-02 04:41:31,转账
11,9,107161,2332854227741740736,对公账户0835,2019-01-02 06:18:43,转账
12,11,107172,7476510200888863583,个人账户3177,2019-01-02 06:57:36,转账
13,-145,107027,2570840483025757815,线下商家0263,2019-01-02 08:56:24,消费
14,177,107204,6068723276816226480,个人账户2847,2019-01-02 10:18:28,转账
15,216,107420,1501825731003322724,个人账户5247,2019-01-02 11:23:16,转账
16,-29,107391,3574608026857801237,对公账户8882,2019-01-02 11:27:36,转账
17,-2355,105036,3788455575676646137,个人账户0720,2019-01-02 12:36:43,转账
18,-440,104596,2676778742471181333,线下商家0214,2019-01-02 12:58:19,消费
19,871,105467,8847170631713867123,对公账户2852,2019-01-02 15:10:04,转账
20,426,105893,1484182021666727521,对公账户0116,2019-01-02 15:31:40,转账
21,-21,105872,1183411620714136401,中国银行分行3223,2019-01-02 17:17:31,理财产品支出
22,702,106574,4848238248201008656,对公账户3556,2019-01-02 18:50:24,转账
23,-657,105917,3574608026857801237,对公账户8882,2019-01-02 19:42:14,转账
24,355,106272,7370313177143858417,对公账户0855,2019-01-02 20:57:50,转账
25,44,106316,2837878456130245682,对公账户0632,2019-01-02 21:36:43,转账
26,-99,106217,1217145436004104215,中国银行分行7385,2019-01-02 22:13:26,还款
27,-9563,96654,5088273664510725035,个人账户7833,2019-01-02 23:39:50,转账
28,-5,96649,6078771087330822224,对公账户5018,2019-01-03 00:20:52,转账
29,-330,96319,5782155683883002586,对公账户5404,2019-01-03 01:49:26,转账
30,-25,96294,1466482728151605388,个人账户1240,2019-01-03 03:50:24,转账
31,-33,96261,7685712410855030070,对公账户8267,2019-01-03 09:25:12,转账
32,300,96561,6526386766103684323,个人账户5468,2019-01-03 09:48:57,转账
33,15,96576,3685006327343825328,个人账户3714,2019-01-03 11:08:52,转账
34,153,96729,1634184723026836286,个人账户6512,2019-01-03 11:19:40,转账
35,1,96730,7370313177143858417,对公账户0855,2019-01-03 12:05:02,转账
36,-46610,50120,2055560612170333784,线下商家0752,2019-01-03 13:22:48,消费
37,-10,50110,1484617434708470227,中国工商银行6453,2019-01-03 13:59:31,代扣
38,-1245,48865,5424324407215364430,农业银行分行0580,2019-01-03 14:25:26,代扣
39,-216,48649,2017332063575106653,中国银行分行3130,2019-01-03 15:06:28,ATM取款
40,-258,48391,4853765012230888136,个人账户1066,2019-01-03 17:39:50,转账
41,-7665,40726,4380373728787548430,农业银行分行4425,2019-01-03 20:43:26,代扣
