,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-83,93193,2270826326254638252,某网商银行8022,2019-01-01 04:01:55,代扣
1,-9562,83631,2285241231357051064,线下商家2380,2019-01-01 04:47:16,消费
2,308,83939,8263673451534275228,对公账户2757,2019-01-01 13:45:07,转账
3,310,84249,5371270530174284624,个人账户3120,2019-01-01 14:28:19,转账
4,-25638,58611,4674613568681873473,对公账户2374,2019-01-01 18:41:02,转账
5,-97,58514,7166608104856232428,中国工商银行1772,2019-01-01 19:32:52,还款
6,-167,58347,3326731455076610218,中国建设银行分行8084,2019-01-01 20:29:02,ATM取款
7,-10322,48025,8178088736330476642,农业银行分行4644,2019-01-01 21:40:19,还款
8,-76,47949,5223418737066745114,线下商家6784,2019-01-01 21:48:57,消费
9,-47,47902,4033802824215865105,对公账户0715,2019-01-01 21:55:26,转账
10,5,47907,3688081428617737488,对公账户8535,2019-01-02 01:07:40,转账
11,-103,47804,4424313822765527173,个人账户2565,2019-01-02 03:32:24,转账
12,-92,47712,2662285435774616353,个人账户0511,2019-01-02 07:27:50,转账
13,10,47722,1466482728151605388,个人账户1240,2019-01-02 16:30:00,转账
14,-2442,45280,2750376673822844406,中国银行分行6755,2019-01-02 16:45:07,ATM取款
15,-653,44627,4400267477472013402,线下商家2026,2019-01-02 20:01:40,消费
16,-2255,42372,5284465142386423763,支付宝2325,2019-01-02 20:40:33,理财基金转账
17,-3474,38898,7540852710825640831,中国建设银行分行3778,2019-01-02 20:47:02,ATM取款
18,84,38982,7417268220637406377,对公账户6772,2019-01-03 03:46:04,转账
19,-21,38961,5846180665052077031,快捷支付单位6576,2019-01-03 05:27:36,消费
20,11,38972,7225442486051870385,对公账户3745,2019-01-03 06:00:00,转账
21,-706,38266,3121581147734832125,个人账户7253,2019-01-03 13:18:28,转账
22,-302,37964,2170454182021032726,个人账户5256,2019-01-03 21:54:43,转账
23,658,38622,3706217347735653014,个人账户7844,2019-01-03 23:36:14,转账
